"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inversOf","supersedes","supersededBy","isPartOf"
"http://schema.org/ratingCount","ratingCount","The count of total number of ratings.","","","","http://schema.org/AggregateRating","http://schema.org/Integer","","",""
"http://schema.org/ratingValue","ratingValue","The rating for the content.","","","","http://schema.org/Rating","http://schema.org/Number, http://schema.org/Text","","",""
"http://schema.org/readonlyValue","readonlyValue","Whether or not a property is mutable.  Default is false. Specifying this for a property that also has a value makes it act similar to a ""hidden"" input in an HTML form.","","","","http://schema.org/PropertyValueSpecification","http://schema.org/Boolean","","",""
"http://schema.org/realEstateAgent","realEstateAgent","A sub property of participant. The real estate agent involved in the action.","http://schema.org/participant","","","http://schema.org/RentAction","http://schema.org/RealEstateAgent","","",""
"http://schema.org/recipe","recipe","A sub property of instrument. The recipe/instructions used to perform the action.","http://schema.org/instrument","","","http://schema.org/CookAction","http://schema.org/Recipe","","",""
"http://schema.org/recipeCategory","recipeCategory","The category of the recipe—for example, appetizer, entree, etc.","","","","http://schema.org/Recipe","http://schema.org/Text","","",""
"http://schema.org/recipeCuisine","recipeCuisine","The cuisine of the recipe (for example, French or Ethiopian).","","","","http://schema.org/Recipe","http://schema.org/Text","","",""
"http://schema.org/recipeIngredient","recipeIngredient","A single ingredient used in the recipe, e.g. sugar, flour or garlic.","http://schema.org/supply","","","http://schema.org/Recipe","http://schema.org/Text","","http://schema.org/ingredients",""
"http://schema.org/recipeInstructions","recipeInstructions","A step in making the recipe, in the form of a single item (document, video, etc.) or an ordered list with HowToStep and/or HowToSection items.","http://schema.org/steps","","","http://schema.org/Recipe","http://schema.org/CreativeWork, http://schema.org/ItemList, http://schema.org/Text","","",""
"http://schema.org/recipeYield","recipeYield","The quantity produced by the recipe (for example, number of people served, number of servings, etc).","http://schema.org/yield","","","http://schema.org/Recipe","http://schema.org/QuantitativeValue, http://schema.org/Text","","",""
"http://schema.org/recipient","recipient","A sub property of participant. The participant who is at the receiving end of the action.","http://schema.org/participant","","http://schema.org/bccRecipient, http://schema.org/ccRecipient, http://schema.org/toRecipient","http://schema.org/AuthorizeAction, http://schema.org/CommunicateAction, http://schema.org/DonateAction, http://schema.org/GiveAction, http://schema.org/Message, http://schema.org/PayAction, http://schema.org/ReturnAction, http://schema.org/SendAction, http://schema.org/TipAction","http://schema.org/Audience, http://schema.org/ContactPoint, http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/recordLabel","recordLabel","The label that issued the release.","","http://purl.org/ontology/mo/label","","http://schema.org/MusicRelease","http://schema.org/Organization","","",""
"http://schema.org/recordedAs","recordedAs","An audio recording of the work.","","","","http://schema.org/MusicComposition","http://schema.org/MusicRecording","http://schema.org/recordingOf","",""
"http://schema.org/recordedAt","recordedAt","The Event where the CreativeWork was recorded. The CreativeWork may capture all or part of the event.","","","","http://schema.org/CreativeWork","http://schema.org/Event","http://schema.org/recordedIn","",""
"http://schema.org/recordedIn","recordedIn","The CreativeWork that captured all or part of this Event.","","","","http://schema.org/Event","http://schema.org/CreativeWork","http://schema.org/recordedAt","",""
"http://schema.org/recordingOf","recordingOf","The composition this track is a recording of.","","","","http://schema.org/MusicRecording","http://schema.org/MusicComposition","http://schema.org/recordedAs","",""
"http://schema.org/referenceQuantity","referenceQuantity","The reference quantity for which a certain price applies, e.g. 1 EUR per 4 kWh of electricity. This property is a replacement for unitOfMeasurement for the advanced cases where the price does not relate to a standard unit.","","","","http://schema.org/UnitPriceSpecification","http://schema.org/QuantitativeValue","","",""
"http://schema.org/referencesOrder","referencesOrder","The Order(s) related to this Invoice. One or more Orders may be combined into a single Invoice.","","","","http://schema.org/Invoice","http://schema.org/Order","","",""
"http://schema.org/regionsAllowed","regionsAllowed","The regions where the media is allowed. If not specified, then it's assumed to be allowed everywhere. Specify the countries in <a href=""http://en.wikipedia.org/wiki/ISO_3166"">ISO 3166 format</a>.","","","","http://schema.org/MediaObject","http://schema.org/Place","","",""
"http://schema.org/relatedLink","relatedLink","A link related to this web page, for example to other related web pages.","","","","http://schema.org/WebPage","http://schema.org/URL","","",""
"http://schema.org/relatedTo","relatedTo","The most generic familial relation.","","","","http://schema.org/Person","http://schema.org/Person","","",""
"http://schema.org/releaseDate","releaseDate","The release date of a product or product model. This can be used to distinguish the exact variant of a product.","","","","http://schema.org/Product","http://schema.org/Date","","",""
"http://schema.org/releaseNotes","releaseNotes","Description of what changed in this version.","","","","http://schema.org/SoftwareApplication","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/releaseOf","releaseOf","The album this is a release of.","","","","http://schema.org/MusicRelease","http://schema.org/MusicAlbum","http://schema.org/albumRelease","",""
"http://schema.org/releasedEvent","releasedEvent","The place and time the release was issued, expressed as a PublicationEvent.","","","","http://schema.org/CreativeWork","http://schema.org/PublicationEvent","","",""
"http://schema.org/remainingAttendeeCapacity","remainingAttendeeCapacity","The number of attendee places for an event that remain unallocated.","","","","http://schema.org/Event","http://schema.org/Integer","","",""
"http://schema.org/replacee","replacee","A sub property of object. The object that is being replaced.","http://schema.org/object","","","http://schema.org/ReplaceAction","http://schema.org/Thing","","",""
"http://schema.org/replacer","replacer","A sub property of object. The object that replaces.","http://schema.org/object","","","http://schema.org/ReplaceAction","http://schema.org/Thing","","",""
"http://schema.org/replyToUrl","replyToUrl","The URL at which a reply may be posted to the specified UserComment.","","","","http://schema.org/UserComments","http://schema.org/URL","","",""
"http://schema.org/reportNumber","reportNumber","The number or other unique designator assigned to a Report by the publishing organization.","","","","http://schema.org/Report","http://schema.org/Text","","",""
"http://schema.org/representativeOfPage","representativeOfPage","Indicates whether this image is representative of the content of the page.","","","","http://schema.org/ImageObject","http://schema.org/Boolean","","",""
"http://schema.org/requiredCollateral","requiredCollateral","Assets required to secure loan or credit repayments. It may take form of third party pledge, goods, financial instruments (cash, securities, etc.)","","","","http://schema.org/LoanOrCredit","http://schema.org/Text, http://schema.org/Thing","","",""
"http://schema.org/requiredGender","requiredGender","Audiences defined by a person's gender.","","","","http://schema.org/PeopleAudience","http://schema.org/Text","","",""
"http://schema.org/requiredMaxAge","requiredMaxAge","Audiences defined by a person's maximum age.","","","","http://schema.org/PeopleAudience","http://schema.org/Integer","","",""
"http://schema.org/requiredMinAge","requiredMinAge","Audiences defined by a person's minimum age.","","","","http://schema.org/PeopleAudience","http://schema.org/Integer","","",""
"http://schema.org/requiredQuantity","requiredQuantity","The required quantity of the item(s).","","","","http://schema.org/HowToItem","http://schema.org/Number, http://schema.org/QuantitativeValue, http://schema.org/Text","","",""
"http://schema.org/requirements","requirements","Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).","","","","http://schema.org/SoftwareApplication","http://schema.org/Text, http://schema.org/URL","","","http://schema.org/softwareRequirements"
"http://schema.org/requiresSubscription","requiresSubscription","Indicates if use of the media require a subscription  (either paid or free). Allowed values are <code>true</code> or <code>false</code> (note that an earlier version had 'yes', 'no').","","","","http://schema.org/MediaObject","http://schema.org/Boolean","","",""
"http://schema.org/reservationFor","reservationFor","The thing -- flight, event, restaurant,etc. being reserved.","","","","http://schema.org/Reservation","http://schema.org/Thing","","",""
"http://schema.org/reservationId","reservationId","A unique identifier for the reservation.","","","","http://schema.org/Reservation","http://schema.org/Text","","",""
"http://schema.org/reservationStatus","reservationStatus","The current status of the reservation.","","","","http://schema.org/Reservation","http://schema.org/ReservationStatusType","","",""
"http://schema.org/reservedTicket","reservedTicket","A ticket associated with the reservation.","","","","http://schema.org/Reservation","http://schema.org/Ticket","","",""
"http://schema.org/responsibilities","responsibilities","Responsibilities associated with this role.","","","","http://schema.org/JobPosting","http://schema.org/Text","","",""
"http://schema.org/result","result","The result produced in the action. e.g. John wrote <em>a book</em>.","","","http://schema.org/resultComment, http://schema.org/resultReview","http://schema.org/Action","http://schema.org/Thing","","",""
"http://schema.org/resultComment","resultComment","A sub property of result. The Comment created or sent as a result of this action.","http://schema.org/result","","","http://schema.org/CommentAction, http://schema.org/ReplyAction","http://schema.org/Comment","","",""
"http://schema.org/resultReview","resultReview","A sub property of result. The review that resulted in the performing of the action.","http://schema.org/result","","","http://schema.org/ReviewAction","http://schema.org/Review","","",""
"http://schema.org/review","review","A review of the item.","","","","http://schema.org/Brand, http://schema.org/CreativeWork, http://schema.org/Event, http://schema.org/Offer, http://schema.org/Organization, http://schema.org/Place, http://schema.org/Product, http://schema.org/Service","http://schema.org/Review","","http://schema.org/reviews",""
"http://schema.org/reviewBody","reviewBody","The actual body of the review.","","","","http://schema.org/Review","http://schema.org/Text","","",""
"http://schema.org/reviewCount","reviewCount","The count of total number of reviews.","","","","http://schema.org/AggregateRating","http://schema.org/Integer","","",""
"http://schema.org/reviewRating","reviewRating","The rating given in this review. Note that reviews can themselves be rated. The <code>reviewRating</code> applies to rating given by the review. The <a class=""localLink"" href=""http://schema.org/aggregateRating"">aggregateRating</a> property applies to the review itself, as a creative work.","","","","http://schema.org/Review","http://schema.org/Rating","","",""
"http://schema.org/reviewedBy","reviewedBy","People or organizations that have reviewed the content on this web page for accuracy and/or completeness.","","","","http://schema.org/WebPage","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/reviews","reviews","Review of the item.","","","","http://schema.org/CreativeWork, http://schema.org/Offer, http://schema.org/Organization, http://schema.org/Place, http://schema.org/Product","http://schema.org/Review","","","http://schema.org/review"
"http://schema.org/roleName","roleName","A role played, performed or filled by a person or organization. For example, the team of creators for a comic book might fill the roles named 'inker', 'penciller', and 'letterer'; or an athlete in a SportsTeam might play in the position named 'Quarterback'.","","","","http://schema.org/Role","http://schema.org/Text, http://schema.org/URL","","http://schema.org/namedPosition",""
"http://schema.org/rsvpResponse","rsvpResponse","The response (yes, no, maybe) to the RSVP.","","","","http://schema.org/RsvpAction","http://schema.org/RsvpResponseType","","",""
"http://schema.org/runtime","runtime","Runtime platform or script interpreter dependencies (Example - Java v1, Python2.3, .Net Framework 3.0).","","","","http://schema.org/SoftwareSourceCode","http://schema.org/Text","","","http://schema.org/runtimePlatform"
"http://schema.org/runtimePlatform","runtimePlatform","Runtime platform or script interpreter dependencies (Example - Java v1, Python2.3, .Net Framework 3.0).","","","","http://schema.org/SoftwareSourceCode","http://schema.org/Text","","http://schema.org/runtime",""
"http://schema.org/salaryCurrency","salaryCurrency","The currency (coded using <a href=""http://en.wikipedia.org/wiki/ISO_4217"">ISO 4217</a> ) used for the main salary information in this job posting or for this employee.","","","","http://schema.org/EmployeeRole, http://schema.org/JobPosting","http://schema.org/Text","","",""
"http://schema.org/sameAs","sameAs","URL of a reference Web page that unambiguously indicates the item's identity. E.g. the URL of the item's Wikipedia page, Wikidata entry, or official website.","","","","http://schema.org/Thing","http://schema.org/URL","","",""
"http://schema.org/sampleType","sampleType","What type of code sample: full (compile ready) solution, code snippet, inline code, scripts, template.","","","","http://schema.org/SoftwareSourceCode","http://schema.org/Text","","","http://schema.org/codeSampleType"
"http://schema.org/saturatedFatContent","saturatedFatContent","The number of grams of saturated fat.","","","","http://schema.org/NutritionInformation","http://schema.org/Mass","","",""
"http://schema.org/scheduledPaymentDate","scheduledPaymentDate","The date the invoice is scheduled to be paid.","","","","http://schema.org/Invoice","http://schema.org/Date","","",""
"http://schema.org/scheduledTime","scheduledTime","The time the object is scheduled to.","","","","http://schema.org/PlanAction","http://schema.org/DateTime","","",""
"http://schema.org/schemaVersion","schemaVersion","Indicates (by URL or string) a particular version of a schema used in some CreativeWork. For example, a document could declare a schemaVersion using an URL such as http://schema.org/version/2.0/ if precise indication of schema version was required by some application.","","","","http://schema.org/CreativeWork","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/screenCount","screenCount","The number of screens in the movie theater.","","","","http://schema.org/MovieTheater","http://schema.org/Number","","",""
"http://schema.org/screenshot","screenshot","A link to a screenshot image of the app.","","","","http://schema.org/SoftwareApplication","http://schema.org/ImageObject, http://schema.org/URL","","",""
"http://schema.org/season","season","A season in a media series.","http://schema.org/hasPart","","","http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGameSeries","http://schema.org/CreativeWorkSeason","","http://schema.org/seasons","http://schema.org/containsSeason"
"http://schema.org/seasonNumber","seasonNumber","Position of the season within an ordered group of seasons.","http://schema.org/position","","","http://schema.org/CreativeWorkSeason","http://schema.org/Integer, http://schema.org/Text","","",""
"http://schema.org/seasons","seasons","A season in a media series.","","","","http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGameSeries","http://schema.org/CreativeWorkSeason","","","http://schema.org/season"
"http://schema.org/seatNumber","seatNumber","The location of the reserved seat (e.g., 27).","","","","http://schema.org/Seat","http://schema.org/Text","","",""
"http://schema.org/seatRow","seatRow","The row location of the reserved seat (e.g., B).","","","","http://schema.org/Seat","http://schema.org/Text","","",""
"http://schema.org/seatSection","seatSection","The section location of the reserved seat (e.g. Orchestra).","","","","http://schema.org/Seat","http://schema.org/Text","","",""
"http://schema.org/seatingType","seatingType","The type/class of the seat.","","","","http://schema.org/Seat","http://schema.org/QualitativeValue, http://schema.org/Text","","",""
"http://schema.org/securityScreening","securityScreening","The type of security screening the passenger is subject to.","","","","http://schema.org/FlightReservation","http://schema.org/Text","","",""
"http://schema.org/seeks","seeks","A pointer to products or services sought by the organization or person (demand).","","","","http://schema.org/Organization, http://schema.org/Person","http://schema.org/Demand","","",""
"http://schema.org/seller","seller","An entity which offers (sells / leases / lends / loans) the services / goods.  A seller may also be a provider.","http://schema.org/participant","","","http://schema.org/BuyAction, http://schema.org/Demand, http://schema.org/Flight, http://schema.org/Offer, http://schema.org/Order","http://schema.org/Organization, http://schema.org/Person","","http://schema.org/merchant, http://schema.org/vendor",""
"http://schema.org/sender","sender","A sub property of participant. The participant who is at the sending end of the action.","http://schema.org/participant","","","http://schema.org/Message, http://schema.org/ReceiveAction","http://schema.org/Audience, http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/serialNumber","serialNumber","The serial number or any alphanumeric identifier of a particular product. When attached to an offer, it is a shortcut for the serial number of the product included in the offer.","http://schema.org/identifier","","http://schema.org/vehicleIdentificationNumber","http://schema.org/Demand, http://schema.org/IndividualProduct, http://schema.org/Offer","http://schema.org/Text","","",""
"http://schema.org/serverStatus","serverStatus","Status of a game server.","","","","http://schema.org/GameServer","http://schema.org/GameServerStatus","","",""
"http://schema.org/servesCuisine","servesCuisine","The cuisine of the restaurant.","","","","http://schema.org/FoodEstablishment","http://schema.org/Text","","",""
"http://schema.org/serviceArea","serviceArea","The geographic area where the service is provided.","","","","http://schema.org/ContactPoint, http://schema.org/Organization, http://schema.org/Service","http://schema.org/AdministrativeArea, http://schema.org/GeoShape, http://schema.org/Place","","http://schema.org/area","http://schema.org/areaServed"
"http://schema.org/serviceAudience","serviceAudience","The audience eligible for this service.","","","","http://schema.org/Service","http://schema.org/Audience","","","http://schema.org/audience"
"http://schema.org/serviceLocation","serviceLocation","The location (e.g. civic structure, local business, etc.) where a person can go to access the service.","","","","http://schema.org/ServiceChannel","http://schema.org/Place","","",""
"http://schema.org/serviceOperator","serviceOperator","The operating organization, if different from the provider.  This enables the representation of services that are provided by an organization, but operated by another organization like a subcontractor.","","","","http://schema.org/GovernmentService","http://schema.org/Organization","","",""
"http://schema.org/serviceOutput","serviceOutput","The tangible thing generated by the service, e.g. a passport, permit, etc.","","","","http://schema.org/Service","http://schema.org/Thing","","http://schema.org/produces",""
"http://schema.org/servicePhone","servicePhone","The phone number to use to access the service.","","","","http://schema.org/ServiceChannel","http://schema.org/ContactPoint","","",""
"http://schema.org/servicePostalAddress","servicePostalAddress","The address for accessing the service by mail.","","","","http://schema.org/ServiceChannel","http://schema.org/PostalAddress","","",""
"http://schema.org/serviceSmsNumber","serviceSmsNumber","The number to access the service by text message.","","","","http://schema.org/ServiceChannel","http://schema.org/ContactPoint","","",""
"http://schema.org/serviceType","serviceType","The type of service being offered, e.g. veterans' benefits, emergency relief, etc.","","","","http://schema.org/Service","http://schema.org/Text","","",""
"http://schema.org/serviceUrl","serviceUrl","The website to access the service.","","","","http://schema.org/ServiceChannel","http://schema.org/URL","","",""
"http://schema.org/servingSize","servingSize","The serving size, in terms of the number of volume or mass.","","","","http://schema.org/NutritionInformation","http://schema.org/Text","","",""
"http://schema.org/sharedContent","sharedContent","A CreativeWork such as an image, video, or audio clip shared as part of this posting.","","","","http://schema.org/SocialMediaPosting","http://schema.org/CreativeWork","","",""
"http://schema.org/sibling","sibling","A sibling of the person.","","","","http://schema.org/Person","http://schema.org/Person","","http://schema.org/siblings",""
"http://schema.org/siblings","siblings","A sibling of the person.","","","","http://schema.org/Person","http://schema.org/Person","","","http://schema.org/sibling"
"http://schema.org/significantLink","significantLink","One of the more significant URLs on the page. Typically, these are the non-navigation links that are clicked on the most.","","","","http://schema.org/WebPage","http://schema.org/URL","","http://schema.org/significantLinks",""
"http://schema.org/significantLinks","significantLinks","The most significant URLs on the page. Typically, these are the non-navigation links that are clicked on the most.","","","","http://schema.org/WebPage","http://schema.org/URL","","","http://schema.org/significantLink"
"http://schema.org/skills","skills","Skills required to fulfill this role.","","","","http://schema.org/JobPosting","http://schema.org/Text","","",""
"http://schema.org/sku","sku","The Stock Keeping Unit (SKU), i.e. a merchant-specific identifier for a product or service, or the product to which the offer refers.","http://schema.org/identifier","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/smokingAllowed","smokingAllowed","Indicates whether it is allowed to smoke in the place, e.g. in the restaurant, hotel or hotel room.","","","","http://schema.org/Place","http://schema.org/Boolean","","",""
"http://schema.org/sodiumContent","sodiumContent","The number of milligrams of sodium.","","","","http://schema.org/NutritionInformation","http://schema.org/Mass","","",""
"http://schema.org/softwareAddOn","softwareAddOn","Additional content for a software application.","","","","http://schema.org/SoftwareApplication","http://schema.org/SoftwareApplication","","",""
"http://schema.org/softwareHelp","softwareHelp","Software application help.","","","","http://schema.org/SoftwareApplication","http://schema.org/CreativeWork","","",""
"http://schema.org/softwareRequirements","softwareRequirements","Component dependency requirements for application. This includes runtime environments and shared libraries that are not included in the application distribution package, but required to run the application (Examples: DirectX, Java or .NET runtime).","","","","http://schema.org/SoftwareApplication","http://schema.org/Text, http://schema.org/URL","","http://schema.org/requirements",""
"http://schema.org/softwareVersion","softwareVersion","Version of the software instance.","","","","http://schema.org/SoftwareApplication","http://schema.org/Text","","",""
"http://schema.org/sourceOrganization","sourceOrganization","The Organization on whose behalf the creator was working.","","","","http://schema.org/CreativeWork","http://schema.org/Organization","","",""
"http://schema.org/spatial","spatial","The range of spatial applicability of a dataset, e.g. for a dataset of New York weather, the state of New York.","","http://purl.org/dc/terms/spatial","","http://schema.org/Dataset","http://schema.org/Place","","","http://schema.org/spatialCoverage"
"http://schema.org/spatialCoverage","spatialCoverage","The spatialCoverage of a CreativeWork indicates the place(s) which are the focus of the content. It is a subproperty of
      contentLocation intended primarily for more technical and detailed materials. For example with a Dataset, it indicates
      areas that the dataset describes: a dataset of New York weather would have spatialCoverage which was the place: the state of New York.","http://schema.org/contentLocation","http://purl.org/dc/terms/spatial","","http://schema.org/CreativeWork","http://schema.org/Place","","http://schema.org/spatial",""
"http://schema.org/specialCommitments","specialCommitments","Any special commitments associated with this job posting. Valid entries include VeteranCommit, MilitarySpouseCommit, etc.","","","","http://schema.org/JobPosting","http://schema.org/Text","","",""
"http://schema.org/specialOpeningHoursSpecification","specialOpeningHoursSpecification","The special opening hours of a certain place.</p>

<p>Use this to explicitly override general opening hours brought in scope by <a class=""localLink"" href=""http://schema.org/openingHoursSpecification"">openingHoursSpecification</a> or <a class=""localLink"" href=""http://schema.org/openingHours"">openingHours</a>.","","","","http://schema.org/Place","http://schema.org/OpeningHoursSpecification","","",""
"http://schema.org/specialty","specialty","One of the domain specialities to which this web page's content applies.","","","","http://schema.org/WebPage","http://schema.org/Specialty","","",""
"http://schema.org/sponsor","sponsor","A person or organization that supports a thing through a pledge, promise, or financial contribution. e.g. a sponsor of a Medical Study or a corporate sponsor of an event.","","","http://schema.org/funder","http://schema.org/CreativeWork, http://schema.org/Event, http://schema.org/MedicalStudy, http://schema.org/Organization, http://schema.org/Person","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/sport","sport","A type of sport (e.g. Baseball).","","","","http://schema.org/SportsOrganization","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/sportsActivityLocation","sportsActivityLocation","A sub property of location. The sports activity location where this action occurred.","http://schema.org/location","","","http://schema.org/ExerciseAction","http://schema.org/SportsActivityLocation","","",""
"http://schema.org/sportsEvent","sportsEvent","A sub property of location. The sports event where this action occurred.","http://schema.org/location","","","http://schema.org/ExerciseAction","http://schema.org/SportsEvent","","",""
"http://schema.org/sportsTeam","sportsTeam","A sub property of participant. The sports team that participated on this action.","http://schema.org/participant","","","http://schema.org/ExerciseAction","http://schema.org/SportsTeam","","",""
"http://schema.org/spouse","spouse","The person's spouse.","","","","http://schema.org/Person","http://schema.org/Person","","",""
"http://schema.org/starRating","starRating","An official rating for a lodging business or food establishment, e.g. from national associations or standards bodies. Use the author property to indicate the rating organization, e.g. as an Organization with name such as (e.g. HOTREC, DEHOGA, WHR, or Hotelstars).","","","","http://schema.org/FoodEstablishment, http://schema.org/LodgingBusiness","http://schema.org/Rating","","",""
"http://schema.org/startDate","startDate","The start date and time of the item (in <a href=""http://en.wikipedia.org/wiki/ISO_8601"">ISO 8601 date format</a>).","","","","http://schema.org/CreativeWorkSeason, http://schema.org/CreativeWorkSeries, http://schema.org/DatedMoneySpecification, http://schema.org/Event, http://schema.org/Role","http://schema.org/Date, http://schema.org/DateTime","","",""
"http://schema.org/startTime","startTime","The startTime of something. For a reserved event or service (e.g. FoodEstablishmentReservation), the time that it is expected to start. For actions that span a period of time, when the action was performed. e.g. John wrote a book from <em>January</em> to December.</p>

<p>Note that Event uses startDate/endDate instead of startTime/endTime, even when describing dates with times. This situation may be clarified in future revisions.","","","","http://schema.org/Action, http://schema.org/FoodEstablishmentReservation","http://schema.org/DateTime","","",""
"http://schema.org/steeringPosition","steeringPosition","The position of the steering wheel or similar device (mostly for cars).","","","","http://schema.org/Vehicle","http://schema.org/SteeringPositionValue","","",""
"http://schema.org/stepValue","stepValue","The stepValue attribute indicates the granularity that is expected (and required) of the value in a PropertyValueSpecification.","","","","http://schema.org/PropertyValueSpecification","http://schema.org/Number","","",""
"http://schema.org/steps","steps","The steps in the form of a single item (text, document, video, etc.) or an ordered list with HowToStep and/or HowToSection items.","","","http://schema.org/recipeInstructions","http://schema.org/HowTo, http://schema.org/HowToSection","http://schema.org/CreativeWork, http://schema.org/ItemList, http://schema.org/Text","","",""
"http://schema.org/storageRequirements","storageRequirements","Storage requirements (free space required).","","","","http://schema.org/SoftwareApplication","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/streetAddress","streetAddress","The street address. For example, 1600 Amphitheatre Pkwy.","","","","http://schema.org/PostalAddress","http://schema.org/Text","","",""
"http://schema.org/subEvent","subEvent","An Event that is part of this event. For example, a conference event includes many presentations, each of which is a subEvent of the conference.","","","","http://schema.org/Event","http://schema.org/Event","http://schema.org/superEvent","http://schema.org/subEvents",""
"http://schema.org/subEvents","subEvents","Events that are a part of this event. For example, a conference event includes many presentations, each subEvents of the conference.","","","","http://schema.org/Event","http://schema.org/Event","","","http://schema.org/subEvent"
"http://schema.org/subOrganization","subOrganization","A relationship between two organizations where the first includes the second, e.g., as a subsidiary. See also: the more specific 'department' property.","","","","http://schema.org/Organization","http://schema.org/Organization","http://schema.org/parentOrganization","",""
"http://schema.org/subReservation","subReservation","The individual reservations included in the package. Typically a repeated property.","","","","http://schema.org/ReservationPackage","http://schema.org/Reservation","","",""
"http://schema.org/subtitleLanguage","subtitleLanguage","Languages in which subtitles/captions are available, in <a href=""http://tools.ietf.org/html/bcp47"">IETF BCP 47 standard format</a>.","","","","http://schema.org/Movie, http://schema.org/ScreeningEvent, http://schema.org/TVEpisode","http://schema.org/Language, http://schema.org/Text","","",""
"http://schema.org/successorOf","successorOf","A pointer from a newer variant of a product  to its previous, often discontinued predecessor.","","","","http://schema.org/ProductModel","http://schema.org/ProductModel","","",""
"http://schema.org/sugarContent","sugarContent","The number of grams of sugar.","","","","http://schema.org/NutritionInformation","http://schema.org/Mass","","",""
"http://schema.org/suggestedAnswer","suggestedAnswer","An answer (possibly one of several, possibly incorrect) to a Question, e.g. on a Question/Answer site.","","","http://schema.org/acceptedAnswer","http://schema.org/Question","http://schema.org/Answer","","",""
"http://schema.org/suggestedGender","suggestedGender","The gender of the person or audience.","","","","http://schema.org/PeopleAudience","http://schema.org/Text","","",""
"http://schema.org/suggestedMaxAge","suggestedMaxAge","Maximal age recommended for viewing content.","","","","http://schema.org/PeopleAudience","http://schema.org/Number","","",""
"http://schema.org/suggestedMinAge","suggestedMinAge","Minimal age recommended for viewing content.","","","","http://schema.org/PeopleAudience","http://schema.org/Number","","",""
"http://schema.org/suitableForDiet","suitableForDiet","Indicates a dietary restriction or guideline for which this recipe or menu item is suitable, e.g. diabetic, halal etc.","","","","http://schema.org/MenuItem, http://schema.org/Recipe","http://schema.org/RestrictedDiet","","",""
"http://schema.org/superEvent","superEvent","An event that this event is a part of. For example, a collection of individual music performances might each have a music festival as their superEvent.","","","","http://schema.org/Event","http://schema.org/Event","http://schema.org/subEvent","",""
"http://schema.org/supply","supply","A sub-property of instrument. A supply consumed when performing instructions or a direction.","http://schema.org/instrument","","http://schema.org/ingredients, http://schema.org/recipeIngredient","http://schema.org/HowTo, http://schema.org/HowToDirection","http://schema.org/HowToSupply, http://schema.org/Text","","",""
"http://schema.org/supportingData","supportingData","Supporting data for a SoftwareApplication.","","","","http://schema.org/SoftwareApplication","http://schema.org/DataFeed","","",""
"http://schema.org/surface","surface","A material used as a surface in some artwork, e.g. Canvas, Paper, Wood, Board, etc.","http://schema.org/material","","","http://schema.org/VisualArtwork","http://schema.org/Text, http://schema.org/URL","","","http://schema.org/artworkSurface"
"http://schema.org/target","target","Indicates a target EntryPoint for an Action.","","","","http://schema.org/Action","http://schema.org/EntryPoint","","",""
"http://schema.org/targetCollection","targetCollection","A sub property of object. The collection target of the action.","http://schema.org/object","","","http://schema.org/UpdateAction","http://schema.org/Thing","","http://schema.org/collection",""
"http://schema.org/targetDescription","targetDescription","The description of a node in an established educational framework.","","","","http://schema.org/AlignmentObject","http://schema.org/Text","","",""
"http://schema.org/targetName","targetName","The name of a node in an established educational framework.","","","","http://schema.org/AlignmentObject","http://schema.org/Text","","",""
"http://schema.org/targetPlatform","targetPlatform","Type of app development: phone, Metro style, desktop, XBox, etc.","","","","http://schema.org/APIReference","http://schema.org/Text","","",""
"http://schema.org/targetProduct","targetProduct","Target Operating System / Product to which the code applies.  If applies to several versions, just the product name can be used.","","","","http://schema.org/SoftwareSourceCode","http://schema.org/SoftwareApplication","","",""
"http://schema.org/targetUrl","targetUrl","The URL of a node in an established educational framework.","","","","http://schema.org/AlignmentObject","http://schema.org/URL","","",""
"http://schema.org/taxID","taxID","The Tax / Fiscal ID of the organization or person, e.g. the TIN in the US or the CIF/NIF in Spain.","http://schema.org/identifier","","","http://schema.org/Organization, http://schema.org/Person","http://schema.org/Text","","",""
"http://schema.org/telephone","telephone","The telephone number.","","","","http://schema.org/ContactPoint, http://schema.org/Organization, http://schema.org/Person, http://schema.org/Place","http://schema.org/Text","","",""
"http://schema.org/temporal","temporal","The range of temporal applicability of a dataset, e.g. for a 2011 census dataset, the year 2011 (in ISO 8601 time interval format).","","","","http://schema.org/Dataset","http://schema.org/DateTime","","","http://schema.org/temporalCoverage"
